Country,Date,Cases
Slowenien,2020-03-03,0
Südafrika,2020-03-03,0
Bhutan,2020-03-03,0
Kamerun,2020-03-03,0
Kolumbien,2020-03-03,0
Costa Rica,2020-03-03,0
Peru,2020-03-03,0
Serbien,2020-03-03,0
Slowakei,2020-03-03,0
Togo,2020-03-03,0
Malta,2020-03-03,0
Martinique,2020-03-03,0
Bulgarien,2020-03-03,0
Malediven,2020-03-03,0
Bangladesch,2020-03-03,0
Paraguay,2020-03-03,0
Albanien,2020-03-03,0
Zypern,2020-03-03,0
Brunei Darussalam,2020-03-03,0
Vereinigte Staaten,2020-03-03,118
Burkina Faso,2020-03-03,0
Vatikanstaat,2020-03-03,0
Mongolei,2020-03-03,0
Panama,2020-03-03,0
China,2020-03-03,80261
Iran,2020-03-03,2336
Südkorea,2020-03-03,5186
Frankreich,2020-03-03,204
NA,2020-03-03,706
Dänemark,2020-03-03,6
Tschechische Republik,2020-03-03,5
Taiwan,2020-03-03,42
Vietnam,2020-03-03,16
Russische Föderation,2020-03-03,3
Republik Moldau,2020-03-03,0
Bolivien,2020-03-03,0
Honduras,2020-03-03,0
Großbritannien,2020-03-03,51
Demokratische Republik Kongo,2020-03-03,0
Elfenbeinküste,2020-03-03,0
Jamaika,2020-03-03,0
Reunion,2020-03-03,0
Türkei,2020-03-03,0
Kuba,2020-03-03,0
Guyana,2020-03-03,0
Kasachstan,2020-03-03,0
Cayman Inseln,2020-03-03,0
Guadeloupe,2020-03-03,0
Äthiopien,2020-03-03,0
Sudan,2020-03-03,0
Guinea,2020-03-03,0
Aruba,2020-03-03,0
Kenia,2020-03-03,0
Antigua und Barbuda,2020-03-03,0
Uruguay,2020-03-03,0
Ghana,2020-03-03,0
Jersey,2020-03-03,0
Namibia,2020-03-03,0
Seychellen,2020-03-03,0
Trinidad und Tobago,2020-03-03,0
Venezuela,2020-03-03,0
Curacao,2020-03-03,0
Swasiland,2020-03-03,0
Gabun,2020-03-03,0
Guatemala,2020-03-03,0
Guernsey,2020-03-03,0
Mauretanien,2020-03-03,0
Ruanda,2020-03-03,0
Saint Lucia,2020-03-03,0
St. Vincent und die Grenadinen,2020-03-03,0
Surinam,2020-03-03,0
Palästina,2020-03-03,0
Kosovo,2020-03-03,0
Zentralafrikanische Republik,2020-03-03,0
Kongo,2020-03-03,0
Äquatorialguinea,2020-03-03,0
Usbekistan,2020-03-03,0
Thailand,2020-03-04,43
Japan,2020-03-04,331
Singapur,2020-03-04,110
Nepal,2020-03-04,1
Malaysia,2020-03-04,50
Kanada,2020-03-04,33
Australien,2020-03-04,52
Kambodscha,2020-03-04,1
Sri Lanka,2020-03-04,1
Deutschland,2020-03-04,262
Finnland,2020-03-04,6
Vereinigte Arabische Emirate,2020-03-04,27
Philippinen,2020-03-04,3
Indien,2020-03-04,28
Italien,2020-03-04,3089
Schweden,2020-03-04,35
Spanien,2020-03-04,222
Belgien,2020-03-04,23
Ägypten,2020-03-04,2
Libanon,2020-03-04,13
Irak,2020-03-04,35
Oman,2020-03-04,15
Afghanistan,2020-03-04,1
Bahrain,2020-03-04,52
Kuwait,2020-03-04,56
Algerien,2020-03-04,12
Kroatien,2020-03-04,10
Schweiz,2020-03-04,90
Österreich,2020-03-04,29
Israel,2020-03-04,15
Pakistan,2020-03-04,5
Brasilien,2020-03-04,4
Georgien,2020-03-04,3
Griechenland,2020-03-04,9
Mazedonien,2020-03-04,1
Norwegen,2020-03-04,56
Rumänien,2020-03-04,4
Estland,2020-03-04,2
Niederlande,2020-03-04,38
San Marino,2020-03-04,16
Weißrussland,2020-03-04,6
Island,2020-03-04,26
Litauen,2020-03-04,1
Mexiko,2020-03-04,5
Neuseeland,2020-03-04,3
Nigeria,2020-03-04,1
Irland,2020-03-04,6
Luxemburg,2020-03-04,1
Monaco,2020-03-04,1
Katar,2020-03-04,8
Ecuador,2020-03-04,10
Aserbaidschan,2020-03-04,3
Armenien,2020-03-04,1
Dominikanische Republik,2020-03-04,1
Indonesien,2020-03-04,2
Portugal,2020-03-04,5
Andorra,2020-03-04,1
Lettland,2020-03-04,1
Marokko,2020-03-04,1
Saudi Arabien,2020-03-04,1
Senegal,2020-03-04,4
Argentinien,2020-03-04,1
Chile,2020-03-04,1
Jordanien,2020-03-04,1
Ukraine,2020-03-04,1
Ungarn,2020-03-04,2
Liechtenstein,2020-03-04,1
Polen,2020-03-04,1
Tunesien,2020-03-04,1
Bosnien und Herzegowina,2020-03-04,0
Slowenien,2020-03-04,0
Südafrika,2020-03-04,0
Bhutan,2020-03-04,0
Kamerun,2020-03-04,0
Kolumbien,2020-03-04,0
Costa Rica,2020-03-04,0
Peru,2020-03-04,0
Serbien,2020-03-04,0
Slowakei,2020-03-04,0
Togo,2020-03-04,0
Malta,2020-03-04,0
Martinique,2020-03-04,0
Bulgarien,2020-03-04,0
Malediven,2020-03-04,0
Bangladesch,2020-03-04,0
Paraguay,2020-03-04,0
Albanien,2020-03-04,0
Zypern,2020-03-04,0
Brunei Darussalam,2020-03-04,0
Vereinigte Staaten,2020-03-04,149
Burkina Faso,2020-03-04,0
Vatikanstaat,2020-03-04,0
Mongolei,2020-03-04,0
Panama,2020-03-04,0
China,2020-03-04,80386
Iran,2020-03-04,2922
Südkorea,2020-03-04,5621
Frankreich,2020-03-04,288
NA,2020-03-04,706
Dänemark,2020-03-04,11
Tschechische Republik,2020-03-04,8
Taiwan,2020-03-04,42
Vietnam,2020-03-04,16
Russische Föderation,2020-03-04,3
Republik Moldau,2020-03-04,0
Bolivien,2020-03-04,0
Honduras,2020-03-04,0
Großbritannien,2020-03-04,86
Demokratische Republik Kongo,2020-03-04,0
Elfenbeinküste,2020-03-04,0
Jamaika,2020-03-04,0
Reunion,2020-03-04,0
Türkei,2020-03-04,0
Kuba,2020-03-04,0
Guyana,2020-03-04,0
Kasachstan,2020-03-04,0
Cayman Inseln,2020-03-04,0
Guadeloupe,2020-03-04,0
Äthiopien,2020-03-04,0
Sudan,2020-03-04,0
Guinea,2020-03-04,0
Aruba,2020-03-04,0
Kenia,2020-03-04,0
Antigua und Barbuda,2020-03-04,0
Uruguay,2020-03-04,0
Ghana,2020-03-04,0
Jersey,2020-03-04,0
Namibia,2020-03-04,0
Seychellen,2020-03-04,0
Trinidad und Tobago,2020-03-04,0
Venezuela,2020-03-04,0
Curacao,2020-03-04,0
Swasiland,2020-03-04,0
Gabun,2020-03-04,0
Guatemala,2020-03-04,0
Guernsey,2020-03-04,0
Mauretanien,2020-03-04,0
Ruanda,2020-03-04,0
Saint Lucia,2020-03-04,0
St. Vincent und die Grenadinen,2020-03-04,0
Surinam,2020-03-04,0
Palästina,2020-03-04,0
Kosovo,2020-03-04,0
Zentralafrikanische Republik,2020-03-04,0
Kongo,2020-03-04,0
Äquatorialguinea,2020-03-04,0
Usbekistan,2020-03-04,0
Thailand,2020-03-05,47
Japan,2020-03-05,360
Singapur,2020-03-05,117
Nepal,2020-03-05,1
Malaysia,2020-03-05,50
Kanada,2020-03-05,37
Australien,2020-03-05,55
Kambodscha,2020-03-05,1
Sri Lanka,2020-03-05,1
Deutschland,2020-03-05,482
Finnland,2020-03-05,12
Vereinigte Arabische Emirate,2020-03-05,29
Philippinen,2020-03-05,3
Indien,2020-03-05,30
Italien,2020-03-05,3858
Schweden,2020-03-05,94
Spanien,2020-03-05,259
Belgien,2020-03-05,50
Ägypten,2020-03-05,3
Libanon,2020-03-05,16
Irak,2020-03-05,35
Oman,2020-03-05,16
Afghanistan,2020-03-05,1
Bahrain,2020-03-05,55
Kuwait,2020-03-05,58
Algerien,2020-03-05,12
Kroatien,2020-03-05,10
Schweiz,2020-03-05,114
Österreich,2020-03-05,41
Israel,2020-03-05,20
Pakistan,2020-03-05,5
Brasilien,2020-03-05,4
Georgien,2020-03-05,4
Griechenland,2020-03-05,31
Mazedonien,2020-03-05,1
Norwegen,2020-03-05,87
Rumänien,2020-03-05,6
Estland,2020-03-05,3
Niederlande,2020-03-05,82
San Marino,2020-03-05,21
Weißrussland,2020-03-05,6
Island,2020-03-05,34
Litauen,2020-03-05,1
Mexiko,2020-03-05,5
Neuseeland,2020-03-05,3
Nigeria,2020-03-05,1
Irland,2020-03-05,6
Luxemburg,2020-03-05,1
Monaco,2020-03-05,1
Katar,2020-03-05,8
Ecuador,2020-03-05,13
Aserbaidschan,2020-03-05,6
Armenien,2020-03-05,1
Dominikanische Republik,2020-03-05,1
Indonesien,2020-03-05,2
Portugal,2020-03-05,8
Andorra,2020-03-05,1
Lettland,2020-03-05,1
Marokko,2020-03-05,2
Saudi Arabien,2020-03-05,5
Senegal,2020-03-05,4
Argentinien,2020-03-05,1
Chile,2020-03-05,4
Jordanien,2020-03-05,1
Ukraine,2020-03-05,1
Ungarn,2020-03-05,2
Liechtenstein,2020-03-05,1
Polen,2020-03-05,1
Tunesien,2020-03-05,1
Bosnien und Herzegowina,2020-03-05,2
Slowenien,2020-03-05,2
Südafrika,2020-03-05,1
Bhutan,2020-03-05,0
Kamerun,2020-03-05,0
Kolumbien,2020-03-05,0
Costa Rica,2020-03-05,0
Peru,2020-03-05,0
Serbien,2020-03-05,0
Slowakei,2020-03-05,0
Togo,2020-03-05,0
Malta,2020-03-05,0
Martinique,2020-03-05,0
Bulgarien,2020-03-05,0
Malediven,2020-03-05,0
Bangladesch,2020-03-05,0
Paraguay,2020-03-05,0
Albanien,2020-03-05,0
Zypern,2020-03-05,0
Brunei Darussalam,2020-03-05,0
Vereinigte Staaten,2020-03-05,217
Burkina Faso,2020-03-05,0
Vatikanstaat,2020-03-05,0
Mongolei,2020-03-05,0
Panama,2020-03-05,0
China,2020-03-05,80537
Iran,2020-03-05,3513
Südkorea,2020-03-05,6088
Frankreich,2020-03-05,380
NA,2020-03-05,706
Dänemark,2020-03-05,11
Tschechische Republik,2020-03-05,12
Taiwan,2020-03-05,44
Vietnam,2020-03-05,16
Russische Föderation,2020-03-05,4
Republik Moldau,2020-03-05,0
Bolivien,2020-03-05,0
Honduras,2020-03-05,0
Großbritannien,2020-03-05,116
Demokratische Republik Kongo,2020-03-05,0
Elfenbeinküste,2020-03-05,0
Jamaika,2020-03-05,0
Reunion,2020-03-05,0
Türkei,2020-03-05,0
Kuba,2020-03-05,0
Guyana,2020-03-05,0
Kasachstan,2020-03-05,0
Cayman Inseln,2020-03-05,0
Guadeloupe,2020-03-05,0
Äthiopien,2020-03-05,0
Sudan,2020-03-05,0
Guinea,2020-03-05,0
Aruba,2020-03-05,0
Kenia,2020-03-05,0
Antigua und Barbuda,2020-03-05,0
Uruguay,2020-03-05,0
Ghana,2020-03-05,0
Jersey,2020-03-05,0
Namibia,2020-03-05,0
Seychellen,2020-03-05,0
Trinidad und Tobago,2020-03-05,0
Venezuela,2020-03-05,0
Curacao,2020-03-05,0
Swasiland,2020-03-05,0
Gabun,2020-03-05,0
Guatemala,2020-03-05,0
Guernsey,2020-03-05,0
Mauretanien,2020-03-05,0
Ruanda,2020-03-05,0
Saint Lucia,2020-03-05,0
St. Vincent und die Grenadinen,2020-03-05,0
Surinam,2020-03-05,0
Palästina,2020-03-05,0
Kosovo,2020-03-05,0
Zentralafrikanische Republik,2020-03-05,0
Kongo,2020-03-05,0
Äquatorialguinea,2020-03-05,0
Usbekistan,2020-03-05,0
Thailand,2020-03-06,48
Japan,2020-03-06,420
Singapur,2020-03-06,130
Nepal,2020-03-06,1
Malaysia,2020-03-06,83
Kanada,2020-03-06,49
Australien,2020-03-06,60
Kambodscha,2020-03-06,1
Sri Lanka,2020-03-06,1
Deutschland,2020-03-06,670
Finnland,2020-03-06,15
Vereinigte Arabische Emirate,2020-03-06,29
Philippinen,2020-03-06,5
Indien,2020-03-06,31
Italien,2020-03-06,4636
Schweden,2020-03-06,101
Spanien,2020-03-06,400
Belgien,2020-03-06,109
Ägypten,2020-03-06,15
Libanon,2020-03-06,22
Irak,2020-03-06,40
Oman,2020-03-06,16
Afghanistan,2020-03-06,1
Bahrain,2020-03-06,60
Kuwait,2020-03-06,58
Algerien,2020-03-06,17
Kroatien,2020-03-06,11
Schweiz,2020-03-06,214
Österreich,2020-03-06,55
Israel,2020-03-06,37
Pakistan,2020-03-06,6
Brasilien,2020-03-06,13
Georgien,2020-03-06,4
Griechenland,2020-03-06,45
Mazedonien,2020-03-06,3
Norwegen,2020-03-06,108
Rumänien,2020-03-06,9
Estland,2020-03-06,10
Niederlande,2020-03-06,128
San Marino,2020-03-06,21
Weißrussland,2020-03-06,6
Island,2020-03-06,43
Litauen,2020-03-06,1
Mexiko,2020-03-06,6
Neuseeland,2020-03-06,4
Nigeria,2020-03-06,1
Irland,2020-03-06,18
Luxemburg,2020-03-06,2
Monaco,2020-03-06,1
Katar,2020-03-06,8
Ecuador,2020-03-06,13
Aserbaidschan,2020-03-06,6
Armenien,2020-03-06,1
Dominikanische Republik,2020-03-06,2
Indonesien,2020-03-06,4
Portugal,2020-03-06,13
Andorra,2020-03-06,1
Lettland,2020-03-06,1
Marokko,2020-03-06,2
Saudi Arabien,2020-03-06,5
Senegal,2020-03-06,4
Argentinien,2020-03-06,2
Chile,2020-03-06,4
Jordanien,2020-03-06,1
Ukraine,2020-03-06,1
Ungarn,2020-03-06,2
Liechtenstein,2020-03-06,1
Polen,2020-03-06,5
Tunesien,2020-03-06,1
Bosnien und Herzegowina,2020-03-06,2
Slowenien,2020-03-06,7
Südafrika,2020-03-06,1
Bhutan,2020-03-06,1
Kamerun,2020-03-06,1
Kolumbien,2020-03-06,1
Costa Rica,2020-03-06,1
Peru,2020-03-06,1
Serbien,2020-03-06,1
Slowakei,2020-03-06,1
Togo,2020-03-06,1
Malta,2020-03-06,0
Martinique,2020-03-06,0
Bulgarien,2020-03-06,0
Malediven,2020-03-06,0
Bangladesch,2020-03-06,0
Paraguay,2020-03-06,0
Albanien,2020-03-06,0
Zypern,2020-03-06,0
Brunei Darussalam,2020-03-06,0
Vereinigte Staaten,2020-03-06,262
Burkina Faso,2020-03-06,0
Vatikanstaat,2020-03-06,1
Mongolei,2020-03-06,0
Panama,2020-03-06,0
China,2020-03-06,80690
Iran,2020-03-06,4747
Südkorea,2020-03-06,6593
Frankreich,2020-03-06,656
NA,2020-03-06,696
Dänemark,2020-03-06,24
Tschechische Republik,2020-03-06,18
Taiwan,2020-03-06,45
Vietnam,2020-03-06,16
Russische Föderation,2020-03-06,13
Republik Moldau,2020-03-06,0
Bolivien,2020-03-06,0
Honduras,2020-03-06,0
Großbritannien,2020-03-06,164
Demokratische Republik Kongo,2020-03-06,0
Elfenbeinküste,2020-03-06,0
Jamaika,2020-03-06,0
Reunion,2020-03-06,0
Türkei,2020-03-06,0
Kuba,2020-03-06,0
Guyana,2020-03-06,0
Kasachstan,2020-03-06,0
Cayman Inseln,2020-03-06,0
Guadeloupe,2020-03-06,0
Äthiopien,2020-03-06,0
Sudan,2020-03-06,0
Guinea,2020-03-06,0
Aruba,2020-03-06,0
Kenia,2020-03-06,0
Antigua und Barbuda,2020-03-06,0
Uruguay,2020-03-06,0
Ghana,2020-03-06,0
Jersey,2020-03-06,0
Namibia,2020-03-06,0
Seychellen,2020-03-06,0
Trinidad und Tobago,2020-03-06,0
Venezuela,2020-03-06,0
Curacao,2020-03-06,0
Swasiland,2020-03-06,0
Gabun,2020-03-06,0
Guatemala,2020-03-06,0
Guernsey,2020-03-06,0
Mauretanien,2020-03-06,0
Ruanda,2020-03-06,0
Saint Lucia,2020-03-06,0
St. Vincent und die Grenadinen,2020-03-06,0
Surinam,2020-03-06,0
Palästina,2020-03-06,0
Kosovo,2020-03-06,0
Zentralafrikanische Republik,2020-03-06,0
Kongo,2020-03-06,0
Äquatorialguinea,2020-03-06,0
Usbekistan,2020-03-06,0
Thailand,2020-03-07,50
Japan,2020-03-07,461
Singapur,2020-03-07,138
Nepal,2020-03-07,1
Malaysia,2020-03-07,93
Kanada,2020-03-07,54
Australien,2020-03-07,63
Kambodscha,2020-03-07,1
Sri Lanka,2020-03-07,1
Deutschland,2020-03-07,799
Finnland,2020-03-07,15
Vereinigte Arabische Emirate,2020-03-07,45
Philippinen,2020-03-07,6
Indien,2020-03-07,34
Italien,2020-03-07,5883
Schweden,2020-03-07,161
Spanien,2020-03-07,500
Belgien,2020-03-07,169
Ägypten,2020-03-07,15
Libanon,2020-03-07,22
Irak,2020-03-07,54
Oman,2020-03-07,16
Afghanistan,2020-03-07,1
Bahrain,2020-03-07,85
Kuwait,2020-03-07,61
Algerien,2020-03-07,17
Kroatien,2020-03-07,12
Schweiz,2020-03-07,268
Österreich,2020-03-07,79
Israel,2020-03-07,43
Pakistan,2020-03-07,6
Brasilien,2020-03-07,13
Georgien,2020-03-07,4
Griechenland,2020-03-07,46
Mazedonien,2020-03-07,3
Norwegen,2020-03-07,147
Rumänien,2020-03-07,9
Estland,2020-03-07,10
Niederlande,2020-03-07,188
San Marino,2020-03-07,23
Weißrussland,2020-03-07,6
Island,2020-03-07,50
Litauen,2020-03-07,1
Mexiko,2020-03-07,6
Neuseeland,2020-03-07,5
Nigeria,2020-03-07,1
Irland,2020-03-07,18
Luxemburg,2020-03-07,2
Monaco,2020-03-07,1
Katar,2020-03-07,8
Ecuador,2020-03-07,13
Aserbaidschan,2020-03-07,9
Armenien,2020-03-07,1
Dominikanische Republik,2020-03-07,2
Indonesien,2020-03-07,4
Portugal,2020-03-07,20
Andorra,2020-03-07,1
Lettland,2020-03-07,1
Marokko,2020-03-07,2
Saudi Arabien,2020-03-07,5
Senegal,2020-03-07,4
Argentinien,2020-03-07,8
Chile,2020-03-07,4
Jordanien,2020-03-07,1
Ukraine,2020-03-07,1
Ungarn,2020-03-07,4
Liechtenstein,2020-03-07,1
Polen,2020-03-07,5
Tunesien,2020-03-07,1
Bosnien und Herzegowina,2020-03-07,3
Slowenien,2020-03-07,7
Südafrika,2020-03-07,1
Bhutan,2020-03-07,1
Kamerun,2020-03-07,1
Kolumbien,2020-03-07,1
Costa Rica,2020-03-07,1
Peru,2020-03-07,1
Serbien,2020-03-07,1
Slowakei,2020-03-07,1
Togo,2020-03-07,1
Malta,2020-03-07,3
Martinique,2020-03-07,2
Bulgarien,2020-03-07,0
Malediven,2020-03-07,0
Bangladesch,2020-03-07,0
Paraguay,2020-03-07,0
Albanien,2020-03-07,0
Zypern,2020-03-07,0
Brunei Darussalam,2020-03-07,0
Vereinigte Staaten,2020-03-07,402
Burkina Faso,2020-03-07,0
Vatikanstaat,2020-03-07,1
Mongolei,2020-03-07,0
Panama,2020-03-07,0
China,2020-03-07,80770
Iran,2020-03-07,5823
Südkorea,2020-03-07,7041
Frankreich,2020-03-07,957
NA,2020-03-07,696
Dänemark,2020-03-07,24
Tschechische Republik,2020-03-07,19
Taiwan,2020-03-07,45
Vietnam,2020-03-07,18
Russische Föderation,2020-03-07,13
Republik Moldau,2020-03-07,0
Bolivien,2020-03-07,0
Honduras,2020-03-07,0
Großbritannien,2020-03-07,207
Demokratische Republik Kongo,2020-03-07,0
Elfenbeinküste,2020-03-07,0
Jamaika,2020-03-07,0
Reunion,2020-03-07,0
Türkei,2020-03-07,0
Kuba,2020-03-07,0
Guyana,2020-03-07,0
Kasachstan,2020-03-07,0
Cayman Inseln,2020-03-07,0
Guadeloupe,2020-03-07,0
Äthiopien,2020-03-07,0
Sudan,2020-03-07,0
Guinea,2020-03-07,0
Aruba,2020-03-07,0
Kenia,2020-03-07,0
Antigua und Barbuda,2020-03-07,0
Uruguay,2020-03-07,0
Ghana,2020-03-07,0
Jersey,2020-03-07,0
Namibia,2020-03-07,0
Seychellen,2020-03-07,0
Trinidad und Tobago,2020-03-07,0
Venezuela,2020-03-07,0
Curacao,2020-03-07,0
Swasiland,2020-03-07,0
Gabun,2020-03-07,0
Guatemala,2020-03-07,0
Guernsey,2020-03-07,0
Mauretanien,2020-03-07,0
Ruanda,2020-03-07,0
Saint Lucia,2020-03-07,0
St. Vincent und die Grenadinen,2020-03-07,0
Surinam,2020-03-07,0
Palästina,2020-03-07,0
Kosovo,2020-03-07,0
Zentralafrikanische Republik,2020-03-07,0
Kongo,2020-03-07,0
Äquatorialguinea,2020-03-07,0
Usbekistan,2020-03-07,0
Thailand,2020-03-08,50
Japan,2020-03-08,502
Singapur,2020-03-08,150
Nepal,2020-03-08,1
Malaysia,2020-03-08,99
Kanada,2020-03-08,64
Australien,2020-03-08,76
Kambodscha,2020-03-08,2
Sri Lanka,2020-03-08,1
Deutschland,2020-03-08,1040
Finnland,2020-03-08,23
Vereinigte Arabische Emirate,2020-03-08,45
Philippinen,2020-03-08,10
Indien,2020-03-08,39
Italien,2020-03-08,7375
Schweden,2020-03-08,203
Spanien,2020-03-08,673
Belgien,2020-03-08,200
Ägypten,2020-03-08,49
Libanon,2020-03-08,32
Irak,2020-03-08,60
Oman,2020-03-08,16
Afghanistan,2020-03-08,4
Bahrain,2020-03-08,85
Kuwait,2020-03-08,64
Algerien,2020-03-08,19
Kroatien,2020-03-08,12
Schweiz,2020-03-08,337
Österreich,2020-03-08,104
Israel,2020-03-08,61
Pakistan,2020-03-08,6
Brasilien,2020-03-08,20
Georgien,2020-03-08,13
Griechenland,2020-03-08,73
Mazedonien,2020-03-08,3
Norwegen,2020-03-08,176
Rumänien,2020-03-08,15
Estland,2020-03-08,10
Niederlande,2020-03-08,265
San Marino,2020-03-08,36
Weißrussland,2020-03-08,6
Island,2020-03-08,50
Litauen,2020-03-08,1
Mexiko,2020-03-08,7
Neuseeland,2020-03-08,5
Nigeria,2020-03-08,1
Irland,2020-03-08,19
Luxemburg,2020-03-08,3
Monaco,2020-03-08,1
Katar,2020-03-08,15
Ecuador,2020-03-08,14
Aserbaidschan,2020-03-08,9
Armenien,2020-03-08,1
Dominikanische Republik,2020-03-08,5
Indonesien,2020-03-08,6
Portugal,2020-03-08,30
Andorra,2020-03-08,1
Lettland,2020-03-08,2
Marokko,2020-03-08,2
Saudi Arabien,2020-03-08,11
Senegal,2020-03-08,4
Argentinien,2020-03-08,12
Chile,2020-03-08,8
Jordanien,2020-03-08,1
Ukraine,2020-03-08,1
Ungarn,2020-03-08,7
Liechtenstein,2020-03-08,1
Polen,2020-03-08,11
Tunesien,2020-03-08,2
Bosnien und Herzegowina,2020-03-08,3
Slowenien,2020-03-08,16
Südafrika,2020-03-08,3
Bhutan,2020-03-08,1
Kamerun,2020-03-08,2
Kolumbien,2020-03-08,1
Costa Rica,2020-03-08,5
Peru,2020-03-08,6
Serbien,2020-03-08,1
Slowakei,2020-03-08,3
Togo,2020-03-08,1
Malta,2020-03-08,3
Martinique,2020-03-08,2
Bulgarien,2020-03-08,4
Malediven,2020-03-08,4
Bangladesch,2020-03-08,3
Paraguay,2020-03-08,1
Albanien,2020-03-08,0
Zypern,2020-03-08,0
Brunei Darussalam,2020-03-08,0
Vereinigte Staaten,2020-03-08,518
Burkina Faso,2020-03-08,0
Vatikanstaat,2020-03-08,1
Mongolei,2020-03-08,0
Panama,2020-03-08,0
China,2020-03-08,80823
Iran,2020-03-08,6566
Südkorea,2020-03-08,7314
Frankreich,2020-03-08,1134
NA,2020-03-08,696
Dänemark,2020-03-08,37
Tschechische Republik,2020-03-08,31
Taiwan,2020-03-08,45
Vietnam,2020-03-08,30
Russische Föderation,2020-03-08,17
Republik Moldau,2020-03-08,1
Bolivien,2020-03-08,0
Honduras,2020-03-08,0
Großbritannien,2020-03-08,274
Demokratische Republik Kongo,2020-03-08,0
Elfenbeinküste,2020-03-08,0
Jamaika,2020-03-08,0
Reunion,2020-03-08,0
Türkei,2020-03-08,0
Kuba,2020-03-08,0
Guyana,2020-03-08,0
Kasachstan,2020-03-08,0
Cayman Inseln,2020-03-08,0
Guadeloupe,2020-03-08,0
Äthiopien,2020-03-08,0
Sudan,2020-03-08,0
Guinea,2020-03-08,0
Aruba,2020-03-08,0
Kenia,2020-03-08,0
Antigua und Barbuda,2020-03-08,0
Uruguay,2020-03-08,0
Ghana,2020-03-08,0
Jersey,2020-03-08,0
Namibia,2020-03-08,0
Seychellen,2020-03-08,0
Trinidad und Tobago,2020-03-08,0
Venezuela,2020-03-08,0
Curacao,2020-03-08,0
Swasiland,2020-03-08,0
Gabun,2020-03-08,0
Guatemala,2020-03-08,0
Guernsey,2020-03-08,0
Mauretanien,2020-03-08,0
Ruanda,2020-03-08,0
Saint Lucia,2020-03-08,0
St. Vincent und die Grenadinen,2020-03-08,0
Surinam,2020-03-08,0
Palästina,2020-03-08,0
Kosovo,2020-03-08,0
Zentralafrikanische Republik,2020-03-08,0
Kongo,2020-03-08,0
Äquatorialguinea,2020-03-08,0
Usbekistan,2020-03-08,0
Thailand,2020-03-09,50
Japan,2020-03-09,511
Singapur,2020-03-09,150
Nepal,2020-03-09,1
Malaysia,2020-03-09,117
Kanada,2020-03-09,77
Australien,2020-03-09,91
Kambodscha,2020-03-09,2
Sri Lanka,2020-03-09,1
Deutschland,2020-03-09,1176
Finnland,2020-03-09,30
Vereinigte Arabische Emirate,2020-03-09,45
Philippinen,2020-03-09,20
Indien,2020-03-09,43
Italien,2020-03-09,9172
Schweden,2020-03-09,248
Spanien,2020-03-09,1073
Belgien,2020-03-09,239
Ägypten,2020-03-09,55
Libanon,2020-03-09,32
Irak,2020-03-09,60
Oman,2020-03-09,16
Afghanistan,2020-03-09,4
Bahrain,2020-03-09,95
Kuwait,2020-03-09,64
Algerien,2020-03-09,20
Kroatien,2020-03-09,12
Schweiz,2020-03-09,374
Österreich,2020-03-09,131
Israel,2020-03-09,61
Pakistan,2020-03-09,6
Brasilien,2020-03-09,25
Georgien,2020-03-09,15
Griechenland,2020-03-09,73
Mazedonien,2020-03-09,3
Norwegen,2020-03-09,205
Rumänien,2020-03-09,15
Estland,2020-03-09,10
Niederlande,2020-03-09,321
San Marino,2020-03-09,36
Weißrussland,2020-03-09,6
Island,2020-03-09,58
Litauen,2020-03-09,1
Mexiko,2020-03-09,7
Neuseeland,2020-03-09,5
Nigeria,2020-03-09,2
Irland,2020-03-09,21
Luxemburg,2020-03-09,3
Monaco,2020-03-09,1
Katar,2020-03-09,18
Ecuador,2020-03-09,15
Aserbaidschan,2020-03-09,9
Armenien,2020-03-09,1
Dominikanische Republik,2020-03-09,5
Indonesien,2020-03-09,19
Portugal,2020-03-09,30
Andorra,2020-03-09,1
Lettland,2020-03-09,6
Marokko,2020-03-09,2
Saudi Arabien,2020-03-09,15
Senegal,2020-03-09,4
Argentinien,2020-03-09,12
Chile,2020-03-09,8
Jordanien,2020-03-09,1
Ukraine,2020-03-09,1
Ungarn,2020-03-09,9
Liechtenstein,2020-03-09,1
Polen,2020-03-09,16
Tunesien,2020-03-09,2
Bosnien und Herzegowina,2020-03-09,3
Slowenien,2020-03-09,16
Südafrika,2020-03-09,3
Bhutan,2020-03-09,1
Kamerun,2020-03-09,2
Kolumbien,2020-03-09,1
Costa Rica,2020-03-09,9
Peru,2020-03-09,7
Serbien,2020-03-09,1
Slowakei,2020-03-09,3
Togo,2020-03-09,1
Malta,2020-03-09,3
Martinique,2020-03-09,2
Bulgarien,2020-03-09,4
Malediven,2020-03-09,4
Bangladesch,2020-03-09,3
Paraguay,2020-03-09,1
Albanien,2020-03-09,2
Zypern,2020-03-09,2
Brunei Darussalam,2020-03-09,1
Vereinigte Staaten,2020-03-09,583
Burkina Faso,2020-03-09,0
Vatikanstaat,2020-03-09,1
Mongolei,2020-03-09,0
Panama,2020-03-09,0
China,2020-03-09,80860
Iran,2020-03-09,7161
Südkorea,2020-03-09,7478
Frankreich,2020-03-09,1217
NA,2020-03-09,696
Dänemark,2020-03-09,92
Tschechische Republik,2020-03-09,31
Taiwan,2020-03-09,45
Vietnam,2020-03-09,30
Russische Föderation,2020-03-09,17
Republik Moldau,2020-03-09,1
Bolivien,2020-03-09,0
Honduras,2020-03-09,0
